Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,92943929,247287561,92943929
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,75288676,182993576,75288676
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,69478859,160354753,69478859
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,919216913,2622800394,919216913
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,754230594,2061212236,754230594
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,503141326,1486618025,503141326
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,648017379,1792728008,648017379
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,726399029,1909193250,726399029
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,935508186,2524737850,935508186
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,1111686138,3196286855,1111686138
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,1208766617,3336420142,1208766617
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,1300789619,3490273179,1300789619
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,1122852390,3206495027,1122852390
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,776542219,2133111330,776542219
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,772872668,2033896610,772872668
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,21389464,76952621,21389464
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,16123083,62682173,16123083
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,19336956,64973959,19336956
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,19489613,74663502,19489613
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,16598412,60673938,16598412
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,15620621,66326061,15620621
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,18490048,77716860,18490048
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,16037593,74060484,16037593
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,18386780,76631400,18386780
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,15181890,62463480,15181890
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,13283284,58682968,13283284
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,17468820,68171654,17468820
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,43175368,104507971,43175368
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,59418039,141802652,59418039
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,69475076,158399630,69475076
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,67864378,152984443,67864378
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,73249627,161401319,73249627
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,70537276,164886604,70537276
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,81320827,205267597,81320827
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,63839119,169210306,63839119
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,67053006,168243813,67053006
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,69321980,169058108,69321980
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,57801599,141818289,57801599
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,65635783,166270758,65635783
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,58662848,135052647,58662848
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,93097471,205729070,93097471
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,92165845,214942245,92165845
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,78195331,185891837,78195331
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,85535603,210176758,85535603
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,99950318,241389779,99950318
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,101246579,246410905,101246579
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,92317862,232051000,92317862
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,104761571,243993843,104761571
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,108245225,249396941,108245225
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,78945640,189496599,78945640
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,91657868,227893704,91657868
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,81995713,291302271,81995713
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,82825800,301520995,82825800
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,100758422,351220973,100758422
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,94876473,336451477,94876473
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,83686468,281649521,83686468
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,80217484,260570413,80217484
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,83142285,302858793,83142285
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,70877341,270064246,70877341
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,66798087,254025144,66798087
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,84432022,297651599,84432022
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,61297483,218747866,61297483
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,65774017,234834460,65774017
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,124399428,455812446,124399428
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,109468132,410548949,109468132
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,132224473,460388152,132224473
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,115516040,432165749,115516040
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,92697798,352333949,92697798
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,93781559,371282783,93781559
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,110698601,466880287,110698601
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,99888917,430731059,99888917
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,85676119,355371605,85676119
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,116379289,471398067,116379289
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,79518920,310112742,79518920
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,86141426,315751457,86141426
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,19259514,103289778,19259514
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,14488078,77524190,14488078
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,15127582,78560524,15127582
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,16516236,91374522,16516236
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,13122179,70861590,13122179
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,18187748,94715053,18187748
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,18571981,103795385,18571981
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,20685497,123893357,20685497
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,20593366,119559268,20593366
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,18724475,104705927,18724475
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,16072054,88220264,16072054
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,13782473,78602843,13782473
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,70594052,277204970,70594052
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,75198043,287321011,75198043
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,79722253,304144871,79722253
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,76588151,295147728,76588151
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,79563883,305910752,79563883
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,80777635,321936865,80777635
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,84064031,353581883,84064031
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,76457600,331814379,76457600
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,73584379,321767259,73584379
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,82406681,359073465,82406681
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,69829841,288020104,69829841
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,68063920,286424990,68063920
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,34240674,105793891,34240674
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,42182862,123148907,42182862
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,38270692,112803786,38270692
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,40331788,125109049,40331788
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,40591411,116625475,40591411
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,39013686,123262703,39013686
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,42408249,135290498,42408249
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,43873481,153461904,43873481
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,41632213,138169794,41632213
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,44773770,146381654,44773770
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,37674828,119417765,37674828
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,37460114,113149006,37460114
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,56845178,129987565,56845178
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,42153328,102094815,42153328
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,48801242,107742229,48801242
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,51037885,111750487,51037885
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,46887689,111227458,46887689
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,48700354,126340253,48700354
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,52912443,145123797,52912443
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,53873352,141691461,53873352
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,44701117,126449051,44701117
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,56617931,150469171,56617931
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,38573372,102872714,38573372
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,45167576,103776904,45167576
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,34181112,143791259,34181112
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,36189641,152414556,36189641
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,40601369,171557738,40601369
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,35742274,152306740,35742274
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,29829683,123307946,29829683
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,26190374,115153644,26190374
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,34357584,155364167,34357584
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,35706036,152736481,35706036
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,31153660,143997376,31153660
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,36485475,162948369,36485475
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,32029148,127977642,32029148
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,40602450,157658720,40602450
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,3702958,33081714,3702958
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,4991639,37320831,4991639
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,4727901,35402886,4727901
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,3687636,29374901,3687636
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,3534745,32461807,3534745
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,4354253,33016597,4354253
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,4343045,38091802,4343045
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,4128173,36994973,4128173
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,4707349,38214613,4707349
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,4198979,32613844,4198979
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,4131000,30291877,4131000
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,4040424,32106270,4040424
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,1,238498278,784543970,238498278
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,2,225107870,729492614,225107870
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,3,206576178,661858906,206576178
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,4,216980979,685939654,216980979
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,5,208297944,664013257,208297944
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,6,227830317,759870117,227830317
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,7,239117010,889717392,239117010
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,8,250554331,907463572,250554331
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,9,254004112,914488158,254004112
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,10,267724341,935317089,267724341
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,11,202118795,657776056,202118795
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2014,12,214254982,678177669,214254982
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,1,161558637,463805077,161558637
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,2,151225906,436180425,151225906
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,3,147699347,415491222,147699347
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,4,138359839,404409317,138359839
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,5,133696208,397861605,133696208
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,6,135377963,371692503,135377963
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,7,168006851,507793006,168006851
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,8,161291041,489275401,161291041
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,9,124410920,377881690,124410920
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,10,152266359,440883944,152266359
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,11,117410122,347113296,117410122
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,12,101143393,295152265,101143393
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,3,423,3156,423
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,4,46818,107434,46818
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,5,62062,67451,62062
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,6,70368,95215,70368
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,7,2361,53338,2361
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,8,99615,332953,99615
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,9,84632,275420,84632
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,10,40571,85009,40571
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,11,118419,274909,118419
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,12,244756,668372,244756
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,1,91041246,213701572,91041246
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,2,88425985,208964603,88425985
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,3,95520368,220750589,95520368
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,4,95561432,218484112,95561432
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,5,73857366,175337334,73857366
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,6,75283805,187215100,75283805
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,7,88386352,231526343,88386352
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,8,93007058,221811023,93007058
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,9,112608342,249129008,112608342
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,10,99088840,252542912,99088840
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,11,78105313,199602313,78105313
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,12,74162863,176347069,74162863
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,1,871282022,2524403362,871282022
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,2,857131869,2340598576,857131869
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,3,453469626,1336442332,453469626
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,4,616519454,1777769553,616519454
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,5,750674276,1970290507,750674276
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,6,840708128,2374718737,840708128
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,7,1088147953,3315110908,1088147953
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,8,1165221250,3405079674,1165221250
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,9,1156816802,3316935926,1156816802
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,10,1029857777,3097355172,1029857777
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,11,777784393,2233875717,777784393
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,12,761827674,2090511663,761827674
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,1,19590207,77830304,19590207
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,2,14108484,56603236,14108484
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,3,19470587,69695083,19470587
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,4,16632501,61522571,16632501
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,5,16836073,68052802,16836073
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,6,16688586,69376533,16688586
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,7,17713007,76460890,17713007
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,8,15416759,66097765,15416759
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,9,15504063,68388692,15504063
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,10,16584149,71812540,16584149
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,11,12667788,54249194,12667788
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,12,16051281,63826003,16051281
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,1,44024306,106186582,44024306
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,2,64428668,139123267,64428668
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,3,70435781,154400776,70435781
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,4,60621840,133279302,60621840
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,5,78351144,171519850,78351144
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,6,68378398,157673587,68378398
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,7,78505237,184805292,78505237
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,8,65739014,166398824,65739014
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,9,70364562,171376378,70364562
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,10,70736893,174706884,70736893
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,11,56437066,137563308,56437066
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,12,68788908,162398487,68788908
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,1,54948037,129948759,54948037
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,2,87815110,196719997,87815110
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,3,92843487,216082397,92843487
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,4,77837215,177691111,77837215
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,5,108441651,225099127,108441651
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,6,100875010,230295410,100875010
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,7,98835906,242436742,98835906
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,8,88737448,226746777,88737448
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,9,96334811,225356478,96334811
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,10,90321417,205866468,90321417
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,11,86903885,206548203,86903885
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,12,89427593,214871809,89427593
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,1,76309332,274291228,76309332
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,2,76011446,289048250,76011446
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,3,82383434,300734222,82383434
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,4,92450542,332990427,92450542
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,5,83523393,281885552,83523393
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,6,71115367,242448577,71115367
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,7,77704775,288491593,77704775
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,8,72861419,264025861,72861419
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,9,60245043,234360242,60245043
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,10,70742003,267943300,70742003
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,11,62345459,218140271,62345459
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,12,59536664,217271762,59536664
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,1,130030229,499512641,130030229
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,2,114715368,437831241,114715368
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,3,121150272,434467985,121150272
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,4,124235135,457507273,124235135
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,5,102323647,388049986,102323647
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,6,90924470,372495024,90924470
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,7,123581368,501576918,123581368
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,8,104470897,450479111,104470897
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,9,73174584,309505819,73174584
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,10,110530081,453583535,110530081
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,11,86456335,359141582,86456335
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,12,80209892,311095568,80209892
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,1,15470456,82489302,15470456
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,2,15367097,78359863,15367097
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,3,14381896,76634030,14381896
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,4,15876739,81373541,15876739
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,5,12270387,69194125,12270387
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,6,14134170,76981176,14134170
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2013,7,18649262,113696185,18649262
