Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,261024044,799115599,261024044
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,226867721,701802597,226867721
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,246516546,723948237,246516546
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,244531635,757520503,244531635
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,178359528,548128642,178359528
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,9807267,21358936,9807267
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,8421217,16771488,8421217
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,8999177,20352357,8999177
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,6107769,15932871,6107769
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,9413160,21619677,9413160
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,102068617,324531790,102068617
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,95797250,276208206,95797250
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,110847279,326574759,110847279
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,96220106,303799193,96220106
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,99695611,280892127,99695611
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,860364971,1602622382,860364971
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,664998827,1171784065,664998827
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,439839256,828854988,439839256
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,481447710,761947621,481447710
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,347260063,528096492,347260063
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,25040999,94326944,25040999
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,34109326,109188380,34109326
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,30881743,102636545,30881743
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,30807253,103909731,30807253
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,21426955,77741946,21426955
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,27600400,81254648,27600400
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,31446908,90814430,31446908
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,39000615,112868218,39000615
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,34647289,94489518,34647289
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,36457799,107527332,36457799
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,32643190,111844899,32643190
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,48949339,163342238,48949339
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,61440742,205260927,61440742
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,47366852,162995595,47366852
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,46613819,163973659,46613819
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,129091925,471762193,129091925
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,135106500,484525511,135106500
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,153837765,551333492,153837765
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,133864558,492798784,133864558
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,131713868,440862305,131713868
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,102070441,418853874,102070441
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,88009206,362333436,88009206
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,110466228,445788168,110466228
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,92368009,374307117,92368009
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,68562981,268310584,68562981
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,36896761,167043418,36896761
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,32476764,167605821,32476764
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,30864512,148508372,30864512
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,34564081,168177959,34564081
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,27542599,144026257,27542599
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,40790035,193472595,40790035
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,48032293,215862317,48032293
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,54920537,228128815,54920537
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,56136977,209045281,56136977
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,64898196,242879289,64898196
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,46539569,145449643,46539569
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,39379914,124384142,39379914
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,58415627,179670910,58415627
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,44832993,151639798,44832993
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,45902918,154262205,45902918
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,63005572,179498068,63005572
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,63599063,178403652,63599063
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,70175790,190818917,70175790
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,75921976,200954652,75921976
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,69286833,201662228,69286833
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,42071975,156737219,42071975
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,35547273,142746415,35547273
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,37037393,142783335,37037393
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,39954054,168354422,39954054
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,23820001,105029773,23820001
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,9069415,78131276,9069415
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,7542935,64195218,7542935
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,9856801,76208841,9856801
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,8181529,66593304,8181529
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,8745794,64473712,8745794
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,1,400356310,1444443057,400356310
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,2,353287089,1182693082,353287089
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,3,371822825,1248160302,371822825
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,4,358776626,1212704605,358776626
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2025,5,346056440,1206087931,346056440
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,175120781,547964183,175120781
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,220632640,637128279,220632640
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,190313305,570974784,190313305
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,177176404,550567152,177176404
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,192956769,596672469,192956769
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,156126643,496364328,156126643
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,216829497,695278230,216829497
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,193695115,614665123,193695115
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,215745939,703809517,215745939
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,227904115,732716576,227904115
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,207203914,616279741,207203914
Bangladesh,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,195896584,580425814,195896584
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,6399224,15225920,6399224
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,5351454,14079547,5351454
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,6897840,16888316,6897840
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,5344794,12056916,5344794
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,4752696,12511038,4752696
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,5877470,14069646,5877470
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,9389084,17443185,9389084
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,10840345,24900102,10840345
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,9912281,23403266,9912281
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,13638865,29735556,13638865
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,10345784,20408895,10345784
Burma (Myanmar),1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,10252269,25847807,10252269
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,78002660,250098821,78002660
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,99966395,295190459,99966395
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,84654158,263036753,84654158
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,70558315,219275709,70558315
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,77745539,257532810,77745539
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,65963749,242240877,65963749
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,112785213,379070091,112785213
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,112911794,386406315,112911794
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,142671144,488084625,142671144
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,135696640,442649716,135696640
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,80947483,256755599,80947483
Cambodia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,102650536,321291198,102650536
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,787977992,1410011138,787977992
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,653611931,1134718124,653611931
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,480007887,907074433,480007887
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,481879407,877140272,481879407
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,672761121,1109149071,672761121
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,791254235,1386904091,791254235
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,1058841803,1939228843,1058841803
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,1087213392,1930832819,1087213392
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,1024806454,1814258601,1024806454
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,859815169,1526036914,859815169
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,687935662,1194347335,687935662
China,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,707396510,1277705072,707396510
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,14364201,58231992,14364201
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,26646561,91711885,26646561
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,32283667,109922310,32283667
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,31009019,94208928,31009019
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,24034685,82116903,24034685
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,22713591,94252810,22713591
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,25886114,106152326,25886114
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,28833715,108675304,28833715
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,28474871,111091601,28474871
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,33985263,137825336,33985263
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,23321802,93536470,23321802
Egypt,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,27796937,107068480,27796937
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,27226338,79851754,27226338
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,46191729,127650238,46191729
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,42063934,115716861,42063934
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,34826284,96362406,34826284
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,42892993,117130105,42892993
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,37235377,107829404,37235377
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,43301647,123843606,43301647
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,33481234,101374987,33481234
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,33295501,106796374,33295501
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,47742627,139709214,47742627
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,35206393,101631170,35206393
El Salvador,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,33165106,108117080,33165106
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,42169185,151579752,42169185
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,55412049,196214591,55412049
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,54720153,186706889,54720153
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,50256868,179270314,50256868
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,61734462,213209883,61734462
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,73923412,190829878,73923412
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,72265951,210134165,72265951
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,57392516,208654878,57392516
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,58523344,205554614,58523344
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,61019875,195271699,61019875
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,53846236,182573203,53846236
Honduras,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,56337237,196239913,56337237
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,94748522,354148549,94748522
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,105298983,406020322,105298983
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,128552935,455409934,128552935
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,128898882,447699859,128898882
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,127626681,423976454,127626681
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,105526111,355507658,105526111
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,115323587,404271685,115323587
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,114805396,366122680,114805396
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,131123380,424335659,131123380
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,125393192,413585520,125393192
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,96096501,318764131,96096501
India,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,98675015,321229158,98675015
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,70251587,296363901,70251587
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,92305924,363333732,92305924
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,94427912,362532092,94427912
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,90671997,362825920,90671997
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,59364860,261445580,59364860
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,65858419,269018538,65858419
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,84829513,369180381,84829513
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,88609865,400535584,88609865
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,114761780,480709090,114761780
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,104810854,452946697,104810854
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,67870841,303689967,67870841
Indonesia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,80267364,327944940,80267364
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,15987347,104040685,15987347
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,28942734,145914491,28942734
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,32080192,150057453,32080192
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,36038368,181383037,36038368
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,24727805,131835697,24727805
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,23621396,135153739,23621396
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,27405510,171035160,27405510
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,35968755,208620136,35968755
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,30618624,179242749,30618624
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,39385061,206779159,39385061
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,22427593,124093213,22427593
Jordan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,24779016,140031835,24779016
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,42108357,191356310,42108357
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,49647827,212929098,49647827
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,54330476,218491189,54330476
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,52749462,219371890,52749462
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,51442491,216645145,51442491
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,47874476,222168807,47874476
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,51138918,232604134,51138918
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,49482250,232979519,49482250
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,42365245,211715636,42365245
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,45660828,238219567,45660828
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,42314432,216583572,42314432
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,41141316,208360829,41141316
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,46960052,149171795,46960052
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,51544223,162853483,51544223
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,51613304,164827778,51613304
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,50904939,158209538,50904939
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,51493773,157388013,51493773
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,46405481,145538315,46405481
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,53627505,170730720,53627505
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,57237877,180175684,57237877
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,55724012,176237118,55724012
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,59474474,184754593,59474474
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,45966099,147845862,45966099
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,51834148,163450657,51834148
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,52410209,152968369,52410209
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,49137936,137902712,49137936
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,62536682,176204898,62536682
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,55642948,159810548,55642948
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,52446653,155582753,52446653
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,66154199,211444195,66154199
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,62602877,207912622,62602877
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,52334895,184526967,52334895
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,64978034,197156937,64978034
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,69410933,216402284,69410933
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,69537012,179273964,69537012
Pakistan,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,71613144,185431249,71613144
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,30887422,126147607,30887422
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,33757335,117113301,33757335
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,37457364,149388547,37457364
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,33846859,133397018,33846859
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,31965138,131998427,31965138
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,22167371,98506452,22167371
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,39026773,167038910,39026773
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,34500626,143737888,34500626
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,34769141,144011109,34769141
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,41240533,185486926,41240533
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,31950559,134101857,31950559
Sri Lanka,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,27475404,120330040,27475404
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,9539905,78252250,9539905
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,8159432,71548016,8159432
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,10081764,76291753,10081764
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,8837509,72647132,8837509
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,8329528,69206142,8329528
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,8218967,69485814,8218967
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,9685287,83909018,9685287
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,10556867,90466935,10556867
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,10126576,81895674,10126576
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,9709040,80414673,9709040
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,8854042,65446161,8854042
Turkey,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,7385239,68421796,7385239
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,342465640,1205473265,342465640
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,360039087,1156947612,360039087
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,328410334,1038513346,328410334
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,294046650,983838647,294046650
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,302964735,1025665145,302964735
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,317466170,1174230326,317466170
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,385163363,1504879623,385163363
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,368439719,1466980830,368439719
Vietnam,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,434540717,1653114005,434540717
